aaal 花花世界
bkip 职掌
bkkl 职别
bkmy 隕
bkuk 出口商品
bkwi 出口创汇
bkww 出口伤人
blaa 阵式
blbn 出轨了
bldw 孟春
blff 塦
blga 阵形
blh 陣
blni 耳软心活
bln 阞
blrl 孟加拉国
blxj 附加费
bmaw 子网划分
bmai 出落
bmal 出苗
bmdf 随风而去
bmfg 耼
bmgu 隑
bmiu 出洋
bmkg 子网号
bmlq 耳朵软
bmmv 孾
bmna 出展
bmoy 糶
bmqr 出铁
bmqw 欪
bmss 防风林
bmsg 出栈
bmud 出卷
bmwo 子网个数
bmwg 出使
bmy 孭
bnfd 也需
bnfq 也无
bnft 也才
bnfh 阠
bngn 也与
bnka 了呀
bnkc 了吧
bnkr 也听
bnkw 也只
bnku 隦
bnld 也因
bnmg 也同
bnmh 也由
bnmh 随心贴
bnnc 也怪
bnnr 也怕
bnn 巜
bnn 耴
bnn 
bnpq 子丑寅卯
bntj 了得
bntm 也向
bntn 聊以自慰
bnut 孔道
bnu 孞
bnwt 也作
bnww 也从
bnwy 也令
bnyi 也应
bnyw 孔府
bnyh 也让
bnym 聊以卒岁
bnyu 也说
bny 恥
bofy 职业教育
bois 职业学校
boqh 隣
boqh 隣
bout 职业道德
boy 阦
boye 褧
bpdg 随之而来
bpfw 孤寡老人
bpfi 孮
bpgh 聢
bpnt 阻塞性
bpns 聹
bpqh 院外
bpuk 院部
bpv 迆
bpwa 聜
bpwi 聺
bqaa 隐式
bqat 承包工程
bqay 阺
bqdh 陷在
bqdb 陒
bqdy 聸
bqgt 险象环生
bqgg 了解一下
bqhj 陥
bqnu 了解情况
bqoy 陱
bqpx 孤儿寡母
bqqy 陊
bqrn 聦
bqxa 承包经营
bqyf 隐讳
brad 孤苦
brdw 耳提面命
brfd 孤城
brgm 出手不凡
brgw 承担责任
briy 陎
brqc 聭
brqv 孤雏
brrk 孤拐
brss 防护林
brtf 聛
brww 阿拉伯人
bryt 承担义务
bsfg 陻
bskv 娿
bsqy 阿訇
bsss 阴森森
bsuf 阿斗
bswf 随机值
bsyy 随机应变
bsyv 阿谀
btaf 陞
btah 阩
btaj 陹
btbu 卫生防疫
btbh 艸
btbh 茻
btbn 陁
btcl 防御能力
btdy 聅
btff 联系地址
btfn 出乖露丑
btfn 毦
btfk 聕
btga 隆重开幕
btgw 孤身一人
btgf 隀
btil 出租汽车
btja 出版日期
btjy 联系电话
btkk 聒噪
btkm 卫生员
btky 聥
btlf 陷入困境
btln 聰
btmn 出自内心
btmd 隩
btnm 孤行己见
btnt 出版发行
btnn 阣
btot 联系业务
btpb 联系实际
btqu 亟待解决
btrg 随身携带
btrn 卫生所
btre 出生年月
btsm 随处可见
btst 降格
bttg 出生入死
bttu 隆冬
bttw 卫生条件
btuo 出乎意料
btwb 孼
btwj 蠥
btwo 糱
btws 櫱
btwu 辥
btwk 雟
btxi 孫
btxn 愻
btxp 遜
btya 联系方式
btyi 联系方法
btyr 承先启后
btyt 降旗
btyx 出生率
buah 聠
buaj 職
bued 隴
buef 墜
bueq 鐆
buey 隊
bufc 联运
bufd 出头露面
bufr 孤立无援
bufh 阧
bujg 隌
bukk 隘口
buna 联展
butg 隡
buud 陪送
buvo 隒
buwy 陪住
bvag 隉
bvhh 限止
bvhl 孻
bvjn 限电
bvjs 隟
bvpa 限宽
bvqn 聣
bvud 限养
bvym 限高
bwau 联合攻关
bwbb 出岔子
bwbe 险阻
bwby 陈谷子烂芝麻
bwcn 聡
bwcn 聬
bwds 降低成本
bwdy 隂
bwet 聄
bwfb 坠地
bwfj 联合声明
bwfs 除霜
bwfi 際
bwgm 险遭
bwgn 取信于民
bwga 陯
bwgd 聧
bwgj 隃
bwgu 隥
bwgw 険
bwgw 險
bwjg 出货量
bwmc 险峻
bwno 隖
bwpt 取人之长
bwsf 防伪标志
bwsv 险要
bwtf 联合行动
bwug 出人意表
bwuj 出货单
bwuq 出人意外
bwvo 鵈
bwvn 聁
bwvy 队伍建设
bwvo 隝
bwxx 联合组织
bwyv 附庸
bwym 附设
bwyc 阾
bwyc 陰
bwyg 陮
bwyn 耹
bxef 墬
bxgu 乸
bxhk 子结点
bxln 聈
bxuq 阶级斗争
bxxa 聨
bxxd 聫
bxxg 聯
bxxn 阰
bxxo 聮
bxxr 階
byce 也就能
bydb 阿谀奉承
bydg 联翩而至
byee 孙启鹏
byfb 防地
byft 出谋献策
byff 埅
byhk 防点
byij 防湿
byiy 陈词滥调
byi 卪
byja 防暴
byjy 也就是说
bylf 防黑
bymn 阬
bynn 阸
bynw 陔
bype 阴谋家
byps 聤
byqy 承认错误
byrj 孩提
byrv 防热
bysg 防酶
bytl 防务
bytq 阿谀逢迎
byvf 隮
bywf 也就会
byxx 聚讼纷纭
caaa 能工巧匠
caan 马勒戈壁
caah 驱邪
caah 駴
cack 戏台
cadu 艰苦奋斗
cadt 駥
cadw 騏
cafn 戏场
cafo 驧
cagf 驊
cahh 戏目
cahx 艰苦卓绝
cajh 驱虫
cajy 驱蚊
caj 馵
cajh 騲
cakg 騹
cakk 驅
caky 驩
camq 劲风
cang 駏
caop 戏迷
capf 驱寒
caqy 駆
casf 戏票
casg 艰苦朴素
caso 戏楼
cata 劲升
catd 劲敌
cauf 戏装
cauw 劲冷
cauy 戏闹
cauo 驠
cawo 鴘
cayn 马革裹尸
cayy 戏言
cbci 驟
cbdm 預
cbfg 骤雨
cbft 预考
cbg 駬
cbiw 驰誉
cbiu 柔润
cbim 熊出没
cbna 预展
cbn 馳
cbre 驰援
cbtf 柔毛
cbtc 矝
cbtc 矡
cbtd 奦
cbtl 務
cbtn 氄
cbte 矟
cbtf 堥
cbtf 鞪
cbtj 劀
cbtj 暓
cbtj 矠
cbtk 矞
cbtm 嵍
cbtn 愗
cbto 熃
cbtc 騖
cbto 鶔
cbto 鶩
cbto 鷸
cbtp 遹
cbts 楘
cbtt 敄
cbvg 柔嫩
cbwd 预防禽流感
cbwo 骄阳似火
cbyo 骤变
ccaq 又获
ccbb 艰难险阻
ccbk 驈
ccbs 騥
ccca 对台戏
cccc 叕
cccc 敠
cccd 叄
ccce 參
cccn 毲
cccn 毿
cccf 亝
ccci 絫
cccj 剟
cccj 剼
cccm 顙
cccn 叅
ccco 鵽
cccp 逫
cccp 遪
ccct 敪
cccu 厽
cccu 叒
cccw 欼
cccw 歠
cccf 骉
ccce 驂
cccu 驫
ccdo 熊熊大火
ccec 骑驴觅驴
ccfq 又无
ccft 又都
ccgn 又与
ccgu 双颊
ccip 双掌
ccjj 双日
ccjy 騒
cckg 双号
cckg 駘
ccla 艰难困苦
ccmr 艰难曲折
ccnh 双眉
ccnu 双屏
ccoo 熊熊燃烧
ccou 双料
ccpf 斚
ccqe 双解
ccqn 馻
ccrk 双拐
ccrv 又热
ccrm 双缸
ccsa 双杠
ccss 双禁
cctk 又和
cctd 騃
ccud 双关
ccuh 骁勇善战
ccuj 叠韵
ccuv 又兼
ccvu 又嫌
ccwg 又使
ccwt 駿
ccxk 又强
ccxx 又比
ccyt 叠放
ccy 厸
ccyj 騷
ccy 騳
ccy 馭
cdbb 驳面子
cdgk 驴唇不对马嘴
cdgq 鸡犬不留
cdhd 騞
cdiq 骄奢淫逸
cdjn 奙
cdjd 騑
cdkw 马大哈
cdlj 軬
cdmu 貵
cdnn 駀
cdne 駹
cdpy 参禅
cdqq 騻
cdrd 参拜
cdrr 参拍
cdri 騵
cdsg 参酌
cdsk 騎
cduf 参半
cdyj 参谒
cdys 参订
cdyu 参详
cdyy 参议
cdy 馱
cdyy 駄
cecl 又脏又累
cefj 双月刊
cefw 勇夫
cegg 駔
cehh 通上
ceiv 能当
ceja 通晓
celn 勈
cemb 通邮
cent 通用性
cetk 通用选择器
cetq 通称
cete 通航
ceuk 通兑
cevq 通婚
cewk 能侃
cexy 通统
cexj 螚
cexn 態
cexo 熋
cexd 騱
ceyy 馺
cfag 驖
cfcc 对垒
cfcy 馶
cfdm 頚
cfff 欢声雷动
cffq 驍
cfhh 圣上
cfh 馯
cfiq 对光
cfje 圣明
cfju 双喜临门
cfpu 对襟
cfps 驝
cfqd 鸡零狗碎
cfqn 对饮
cfqq 对钩
cfrq 对的
cfsh 骦
cfsh 驦
cfsg 参考模型
cftr 对我
cftw 对答
cfty 欢声笑语
cfuq 对奖
cfwx 对华
cfyg 对证
cfyn 对词
cgal 驑
cgan 駵
cgcf 駤
cgce 通不通
cgcw 难不难
cghy 馬
cgig 駓
cgki 駷
cgmh 馷
cgmx 驪
cgrf 勇于探索
cguh 駍
chal 驢
chag 驉
chcy 駊
chlc 难上加难
chqn 覌
chtf 马齿徒增
cidg 双活三
ciit 台湾省
cijg 通常是
cijf 騨
ciqg 观赏鱼
ciqn 駫
ciqn 駣
ciu 厼
cjaf 驆
cjfh 駻
cjgt 验明正身
cjg 驲
cjg 馹
cjgh 騠
cjgv 又是一个分屏的小姑娘
cjpw 马蜂窝
cjpv 騴
cjqn 騔
cjsq 鹬蚌相争
cjsy 騍
cjxx 騉
ckbm 驶出
ckct 又哭又笑
ckdp 台达
ckeg 駽
ckgo 驶来
ckgf 怠于
ckgn 瓵
ckgc 能听到
ckh 馴
ckhj 馽
ckik 欢呼雀跃
ckjh 刣
ckkd 驯顺
ckkf 驒
cknn 乨
ckqu 鸡鸣狗盗
ckqy 駛
ckrr 鸡口牛后
cksy 台柱
cksu 枲
cktm 驶向
cktk 欢蹦乱跳
ckty 对号入座
ckul 驯兽
ckuh 辝
ckxb 巼
ckyv 驯良
cldy 骃
cldy 駰
clff 驛
clg 駟
clis 劝酒
clnt 叠加性
clny 騦
clqm 鸡鸭鱼肉
clud 劝善
cluf 圅
clww 通力合作
clxi 騾
clya 劝诫
cmdy 駚
cmfk 騆
cmgr 通同一气
cmg 駎
cmgk 駧
cmgn 騁
cmhh 观止
cmhq 观瞻
cmj 岊
cmkg 駉
cmnk 騧
cmpy 观礼
cmri 对内搞活
cmrw 通风报信
cmtj 颿
cmu 貟
cmu 贠
cmwi 驼峰命名法
cmwk 驨
cnbb 驏
cnhc 騢
cnis 鸡尾酒
cnjf 马里
cnju 鸡蛋里挑骨头
cnlw 难以置信
cnnt 双层性
cnnk 駶
cnoa 马粪
cnos 马灯
cnpu 柔情蜜意
cnpw 难以割舍
cnrg 騽
cnse 马棚
cntt 駜
cnuh 騛
cnwy 駃
cnyn 难以忘怀
cnyx 难以为继
cny 
cnyy 駅
cobw 对数阶
coge 参数表
cogw 驜
coqt 参数名称
coqh 驎
cpdj 通宵达旦
cpfi 骔
cpfi 騌
cpgm 驞
cpi 遤
cppe 观察家
cpqn 馾
cpty 又被称为
cpxn 駝
cqbt 騶
cqbt 騣
cqcw 难解难分
cqfv 欢迎进群
cqgy 对外开放
cqij 欢迎光临
cqjg 駨
cqkq 驰名中外
cqkg 駒
cqnu 欢悦
cqof 勇猛精进
cqqq 欢乐多
cqqk 对象名
cqqj 对外贸易
cqqy 駁
cqrq 欢欣
cqrm 騊
cqrn 騘
cqro 对象的类
cqse 鸡棚
cqtd 鸡笼
cqtb 駠
cquj 鸡瘟
cqui 欢迎新人,新人进群,眼熟飞沙
cquw 欢迎新人
cqxg 对角线
cqyl 騮
cqyy 馰
crbc 牟取
crgg 駈
crgg 騜
crh 馸
crhl 劺
crho 鴾
criu 驴打滚
criy 騡
criy 駯
crpf 对抗赛
crqc 騩
crtj 牟利
csaj 桑榆暮景
csbb 台柱子
csdy 通权达变
csfi 驃
csjh 驔
csnd 双极性不归零码
csnd 双极性归零码
cstw 双标签
cstw 通配符
csty 欢歌笑语
csvg 騕
csww 騋
ctat 难辞其咎
ctan 馲
ctbw 预备队
ctbn 駞
ctdk 驕
ctdp 逘
ctdw 欸
ctff 騈
ctfq 駪
cthp 駳
ctkh 骄躁
ctkg 駱
ctln 驄
ctoi 难得糊涂
ctrn 骄气
ctrt 騀
cttg 预备生
ctux 騬
ctvi 对答如流
ctwi 对簿公堂
ctyg 双管齐下
cty 駇
cuaa 观音菩萨
cuah 駢
cudm 对立面
cudc 驣
cuej 騚
cuh 骍
cuh 騂
cujh 騿
cukq 駾
culj 驓
cunr 对着屏幕又哭又笑,最后分手了,还没抱一抱
cupy 騯
cuqy 駮
curt 对着手机哭，对着手机笑
cuxw 驥
cuym 台北市
cuyw 马前卒
cvfp 騝
cvhc 騪
cvhh 驌
cvip 艰深
cviv 艰涩
cvij 骕
cviy 騄
cvkg 駋
cvpc 骎
cvpc 駸
cvwg 双刃剑
cwbj 通信卫星
cwby 难防
cwcn 巴拿马
cwcq 难分难解
cwdc 难友
cwde 难有
cwdi 难登大雅之堂
cwdw 驻华大使
cwet 駗
cwff 通信地址
cwfh 难走
cwfn 难违
cwfy 駙
cwfk 騇
cwgu 难平
cwgd 骙
cwgd 騤
cwgg 駩
cwgj 騟
cwgw 験
cwgw 驗
cwic 难治
cwii 难消
cwjn 通俗易懂
cwkh 难啃
cwkj 难喝
cwkm 通信员
cwku 骇人听闻
cwpb 难字
cwqy 难留
cwtf 难行
cwti 骄傲自满
cwtw 难答
cwty 駼
cwto 鵕
cwtu 夋
cwvo 鳮
cwxc 驋
cwyt 通俗读物
cwyb 难离
cwyc 駖
cwyn 騐
cwyg 騅
cxcf 又红又专
cyby 驻防
cybj 通讯卫星
cybt 驐
cycg 能文能武
cyes 叉腰
cygg 駐
cyia 骗汇
cyiy 驻沪
cyke 驤
cyln 叠床架屋
cylg 驙
cymq 骗购
cynx 騼
cyna 騙
cynt 馿
cynn 騸
cynw 駭
cype 预言家
cytu 骗税
cyth 駲
cyve 駺
cyy 馼
daap 灰蒙蒙
daar 大巧若拙
daal 礷
daat 碊
dabn 砸了
dadl 磡
dadn 碪
dael 左肋
daeq 左胸
daen 毻
daep 遀
dafh 左起
daft 奉若圭臬
dafw 硬功夫
dafl 礚
dagq 大惑不解
dag 矼
dagf 礡
dahh 左上
dahl 礛
dahm 礥
daht 厊
dajl 勵
dajg 碏
dajn 礍
dajy 厲
dakg 厪
dakk 奩
daky 礶
dalw 左轮
dalt 礣
damd 碤
damy 碽
dana 奇花异草
danf 奆
daou 砸烂
dapj 奉若神明
dapk 成功之路
daqe 左角
daqk 砸锅
daqs 厮杀
dars 厮打
dasq 犬牙相错
dato 左翻
datg 有期徒刑
daum 左端
dava 砸毁
dawf 左值
dawf 成功人士
dawg 大革命
dawt 砸伤
dawb 有其父必有其子
dawx 硴
dawy 硔
daxc 成功经验
dbds 有职有权
dbdm 頋
dbfs 有职无权
dbgd 艳阳天
dbg 矷
dbhw 顾盼
dbiq 太阳光
dblk 大陆架
dbna 顾惜
dbow 破除迷信
dbpw 太阳穴
dbqu 太阳镜
dbsy 原子核
dbsc 左子树
dbtu 百孔千疮
dbtx 太阳系
dbuj 三联单
dbyg 顾主
dbyo 顾恋
dcag 硁
dcb 夿
dcbn 太难了
dcce 磣
dcdy 有勇有谋
dcde 万马奔腾
dcdc 非驴非马
dceu 万能胶
dceh 硧
dcfc 码云
dcfl 友协
dcfq 码元
dcgt 万能五笔
dcjg 雄师
dcju 大难临头
dckh 雄踞
dckf 唘
dclf 盋
dcmi 有难同当
dcnd 雄居
dcng 翃
dcpa 犬马之劳
dcpl 友军
dcqq 礟
dcrg 雄兵
dcry 悲观失望
dcta 码长
dcuq 雄姿
dcuq 礮
dcu 厷
dcu 厺
dcu 犮
dcwv 雄健
dcyj 左对齐
dcyk 万马齐喑
dcyw 悲欢离合
dcy 碼
ddah 大雅
ddai 磊落
dday 三顾茅庐
ddaw 厚古薄今
dday 夸大其词
dday 礪
ddbn 砈
dddg 存在感
dddg 硬碰硬
dddn 有感而发
dddj 飆
dddu 猋
ddfe 硕大无朋
ddfh 大盐
ddfi 大而无当
ddfo 大赦
ddfe 磭
ddgy 存而不论
ddgh 大政
ddg 砳
ddhd 碶
ddht 磩
ddii 大大小小
ddiq 砾石流金
ddiy 大洲
ddia 万古流芳
ddjj 奭
ddjn 硽
ddjd 厞
ddky 大嚷
ddlk 大加
ddlw 大办
ddld 大罪
ddlo 黡
ddmd 奤
ddmd 碝
ddmy 碩
ddne 厖
ddne 硥
ddpc 郁郁寡欢
ddpu 大有裨益
ddpy 大祸
ddqc 厉色
ddqq 磢
ddsd 成龙配套
ddsr 三三禁手
ddsy 大有可为
ddsk 碕
ddto 大秋
ddth 礰
ddui 镽
ddwd 大有人在
ddwg 面面俱到
ddwy 大有作为
ddww 硤
ddxy 大统
ddxv 厐
ddyi 磁感应
ddys 大麻
ddyc 左右为难
ddym 大调
ddyu 大有文章
ddy 夶
dead 鬕
deag 戫
dean 髰
deaw 髸
deay 鬗
debb 髢
debf 髶
deca 有劲
decw 有难
dece 鬖
dect 髳
dedj 有碍
dedm 龙须面
dedc 髪
dede 鬌
dede 鬍
dedj 髵
dedj 鬊
dedc 髮
deee 鬅
deef 奟
deem 鬚
defn 有志
defj 鬐
defq 髨
defw 鬒
degf 有玩
degg 胡琴
degm 有责
degg 髬
degg 砠
degn 髩
degj 鬎
dehj 有旧
dehk 龙腾虎跃
dehw 有盼
dehc 髲
deh 砽
deie 磁悬浮
deiv 有染
deie 髾
deit 髿
dejc 鬘
dejr 鬄
dekl 有别
dekf 有味
delc 克服困难
delv 有轨
deln 鬛
demw 有肉
demq 有风
dema 髷
deme 鬞
demf 髥
demb 髠
denf 有悖
depa 戞
depb 鄾
depd 迶
depm 鬢
depq 髧
deps 鬡
dept 憂
deqt 三脚猫
deqh 鬇
deqn 髱
deqt 鬉
derc 有反
deri 胡搅
derw 有失
derw 鬂
derm 磘
desc 鬆
desu 髤
detk 郁积
dety 威胁利诱
detd 髺
deth 髼
detj 鬁
detp 鬔
deu 長
deud 龓
deue 鬜
deuj 鬋
deuj 鬙
deuj 鬝
deut 鬀
deuo 鬑
devk 有如
dewo 鶘
dewo 鶦
dewf 髽
dewj 鬠
deww 而且你们五笔基础都不会
dexd 磎
dexj 髴
deyw 有座
deyq 有底
deyy 有方
deyy 砐
deye 鬤
deyb 髣
deyy 硺
dfaw 龙井茶
dfap 逩
dfbs 大专院校
dfcu 夽
dfdg 矸石
dfdl 雄才大略
dfdx 左支右绌
dfd 圧
dfdj 礝
dfdq 夸克
dfey 大动脉
dfeb 鄏
dfee 脣
dfet 敐
dfft 三元运算符
dffc 夺去
dfff 三朝元老
dffo 有教无类
dff 圶
dff 夳
dffd 厓
dffq 磽
dfgm 三坟五典
dfgr 百无一失
dfgx 原元素
dfhw 唇齿
dfhw 厧
dfhw 磌
dfia 百老汇
dfic 奔涌
dfj 夲
dfkq 蜚声中外
dfk 厈
dfkg 硈
dfkk 礂
dflg 大无畏
dflg 礌
dfny 有求必应
dfnb 郀
dfni 綔
dfno 鴮
dfny 瓠
dfoe 大老粗
dfoy 硳
dfpe 有过之而无不及
dfpk 成才之路
dfpw 奔窜
dfrr 奔逝
dfrs 磕打
dfsc 夺权
dfsn 百无禁忌
dfst 奔走相告
dfsh 礵
dftd 唇舌
dftg 硕士生
dfti 故地重游
dftb 硣
dftf 奲
dftx 硓
dftf 硏
dfty 码元长度
dfud 牵动着
dfuk 大声疾呼
dfuw 悲喜交集
dfwt 碐
dfwy 礭
dfwy 砆
dfyo 压弯
dfyu 大块文章
dgan 三芯
dgah 硦
dgar 揅
dgah 碔
dgbw 石阶
dgce 百事通
dgcf 厔
dgdc 三码
dgda 硬碟
dgdd 有一套
dgdl 感奋
dgdn 威盛
dgeg 碃
dgef 磗
dggl 古画
dggf 有赖于
dghy 镸
dgik 夸下海口
dgio 咸淡
dgim 太平洋电脑网
dgjf 磚
dgjp 龙王是群宠
dgkg 威吓
dgkh 三环路
dgkl 感喟
dgkq 厂史
dgke 觱
dgkm 顑
dglu 三妻四妾
dgmy 磧
dgnt 牵一发而动全身
dgnn 瓳
dgnn 瓺
dgnn 砙
dgot 烕
dgpy 成一家言
dgqe 右下角
dgqe 左下角
dgqn 矹
dgqt 厫
dgqt 磝
dgrs 三打
dgse 厂棚
dgsu 石栏
dgsy 砞
dgtj 顾不得
dgtr 古物
dgtq 古稀
dgte 悲不自胜
dgt 丆
dgt 
dgtf 三行
dgtt 龙王每天有专属红包和群礼物
dguy 三更半夜
dgvu 万事如意
dgvo 百事灵
dgva 硜
dgwg 三班倒
dgwq 镾
dgxo 大开绿灯
dgxt 石缝
dgxx 成正比
dgya 三诺
dgyk 古训
dgyc 万事亨通
dgyy 砡
dhai 有目共赏
dhde 百战百胜
dhdr 丰碑
dhdt 奯
dhdj 剨
dhdj 奡
dhdo 熭
dhdc 艷
dhdl 豓
dhdl 豔
dhdt 豒
dhdu 豐
dhfp 破壳
dhfg 有眼无珠
dhft 酆都
dhgg 破五
dhgm 有眼不识泰山
dhgu 面目一新
dhgx 三点一线
dhg 砋
dhht 夒
dhij 大步流星
dhiq 在逃
dhim 顣
dhin 慼
dhlo 磠
dhlq 硵
dhmt 破败
dhmm 在册
dhmy 碵
dhoy 夏粮
dhps 百步穿杨
dhqe 左上角
dhqe 右上角
dhqn 丰饶
dhqn 硯
dhqv 兏
dhrh 破掉
dhrl 在押
dhsh 破相
dhsj 存查
dhsn 面目可憎
dhsw 唇齿相依
dhtt 顾虑重重
dhug 丰美
dhut 丰产
dhuu 破旧立新
dhvg 三贞九烈
dhvt 非此即彼
dhvb 齧
dhve 觢
dhvi 洯
dhvi 絜
dhvj 蛪
dhvs 栔
dhwu 在位
dhym 破庙
diaf 大江东去
diac 耯
diaj 耤
dian 耟
dick 耛
didw 有没有人做
didf 础润而雨
didm 頛
didt 耰
diel 耡
dieg 耝
diff 砂土
difg 大学士
difp 砂壶
digw 有法不依
digm 耫
dihp 龙潭虎穴
dihc 耚
diif 感激涕零
diii 大浪淘沙
diiq 灰溜溜
dijv 春光明媚
dijw 万流景仰
dikv 耬
dilt 感染力
dilk 耞
dilc 
dilx 
dimt 厰
dine 奇光异彩
dinw 有法必依
dinn 非常快
diol 耮
dipl 礑
dipr 礃
diqn 硄
dirk 耗损
dirt 非法所得
disw 有法可依
dish 耓
dits 非常重要
dith 奫
diuj 耗竭
diu 夵
diwa 耣
diwq 非常低
dixt 耭
diyp 大演说家
diyt 破涕为笑
diy 砅
diye 耲
djai 厚薄
djad 悲苦
djav 悲切
djcq 悲欢
djdd 大是大非
djdy 百态
djdh 悲戚
djdj 皕
djdd 奜
djdd 猆
djdn 靟
djdj 剕
djdl 輩
djds 棐
djdv 婓
djde 餥
djec 魘
djed 厭
djef 壓
djef 奛
djed 靨
djel 厴
djen 懕
djeo 黶
djer 擪
djes 檿
djev 嬮
djee 饜
djgh 碮
djgr 碭
djh 矵
djiu 悲泣
djjg 耗电量
djj 夰
djkk 碍口
djky 百日咳
djnj 剦
djno 鵪
djpc 大显神通
djpn 百官
djsk 悲歌
djtr 大显身手
djtt 万里长征
djtk 厬
djug 百病
djul 百兽
djug 悲凄
djwd 硕果仅存
djww 非人
djxo 礘
djyf 大旱望云霓
dkau 百口莫辩
dkcm 历史观
dkcw 有口难分
dkcy 有口难言
dkdk 大吃大喝
dkdr 大吹大擂
dkel 右肋
dkfh 右走
dkfn 有口无心
dkf 夻
dkgf 有别于
dkhh 右上
dkhi 大踏步
dkji 百川归海
dkky 历史唯物主义
dkkf 磾
dkkt 礹
dkmy 磒
dknl 右翼
dkqe 右角
dkqt 在哪儿
dkrk 右拐
dkrk 厛
dkto 右翻
dkwi 百川会海
dkww 三中全会
dkwx 右倾
dkxv 厑
dlba 历陈
dlca 压轴戏
dldc 万国码
dldp 奋达
dlfr 大力支持
dlff 礋
dlge 碨
dlh 硨
dlif 历法
dliy 三国演义
dlk 厙
dlkf 靣
dlkg 硘
dllr 感恩图报
dlll 礧
dlnu 奋飞
dln 劯
dlrf 大力推进
dlsa 有边框
dlsy 硱
dlst 三边相等
dlty 碅
dlxf 大团结
dlxi 磥
dmb 冇
dmck 砚台
dmcy 砓
dmds 泰山压顶
dmdi 大风大浪
dmdf 硸
dmdj 顨
dmee 磞
dmeg 磆
dmfk 面露
dmfk 奝
dmga 耍弄
dmgh 布下
dmgj 而更
dmgm 而再
dmgn 而与
dmgr 三山五岳
dmgo 非典型性肺炎
dmgu 磑
dmid 春风满面
dmjl 勔
dmjj 蠠
dmjm 靧
dmjn 靤
dmjq 靦
dmjd 耎
dmje 耏
dmjg 鸸
dmjk 厠
dmjo 鴯
dmkg 面呈
dmkp 龙凤呈祥
dmmq 布网
dmnk 碢
dmnn 硙
dmpf 耐寒
dmqh 而外
dmrf 威风扫地
dmsk 碋
dmtg 面生
dmtf 布告
dmtq 成败利钝
dmtr 成败得失
dmtu 春风得意
dmtj 碸
dmud 硬骨头
dmuf 太岁头上动土
dmuu 威风凛凛
dmu 頁
dmum 碙
dmwg 而使
dmwd 威风八面
dmwa 磮
dmwn 硶
dmwy 磪
dmyy 面广
dmym 面市
dmyi 而应
dmyg 砃
dnab 成荫
dnax 成药
dnal 尷
dnbn 太快了
dnbb 碾子
dnb 乭
dnbm 镼
dndw 克己奉公
dndy 奋发有为
dndt 感慨万千
dndn 万万
dnes 尮
dnee 尨
dnff 大发雷霆
dnfr 灰心丧气
dnfw 成规
dnfy 悲愤填膺
dngd 尪
dnhc 碬
dnic 历尽沧桑
dnif 成法
dnie 碿
dnkm 尵
dnku 礔
dnme 尳
dnnt 成性
dnnb 郕
dnnb 大憨憨
dnpk 百忙之中
dnpl 大展宏图
dnpk 布局视口
dnqr 友情链接
dnqb 尯
dnrx 尤指
dnrq 大惊失色
dnrg 磖
dntn 大书特书
dntp 感慨系之
dntu 百尺竿头
dntk 万种
dntg 万籁
dntf 尰
dntw 非导向传输媒体
dnud 万状
dnum 万端
dnu 怘
dnuo 尲
dnvc 盛怒
dnwn 大快人心
dnwa 万代
dnwy 趸售
dnwe 磟
dnwy 砄
dnxd 万顷
dnxr 趸缴
dnya 成度
dnya 布局方式
dnyt 盛放
dnyw 成夜
dodq 百炼成钢
doex 磷脂
dogt 确凿不移
dogw 礏
dool 磱
dooi 礯
doql 磷钾
dorf 灰质
dorn 原数据
dota 厝火积薪
dowy 灰领
doxi 硝烟弥漫
doxe 原数组
dpdf 奋袂而起
dpdj 研究成果
dpdc 硡
dpdk 磍
dpfi 碂
dpgm 礗
dpi 迖
dpju 大祸临头
dpkk 碗口
dpkn 研究中心
dpkw 达官贵人
dplc 大写罗马
dpmp 非空内容
dpma 大家风范
dpom 春寒料峭
dpoo 万家灯火
dppx 大写字母
dpqe 丰富多彩
dpqk 百家争鸣
dprb 大字报
dpsa 碗柜
dpsd 碗橱
dpsp 大案要案
dpss 有案可查
dpst 有案可稽
dptk 碦
dpuj 达意
dpuo 成家立业
dpwk 研究人员
dpwa 硿
dpwy 確
dpxx 丰神绰约
dpyy 石家庄市
dqaj 碈
dqay 厎
dqay 奃
dqbb 碰钉子
dqbo 三角函数
dqbn 砍了
dqcg 盛名难副
dqdd 砥砺
dqdp 成名成家
dqdr 大包大揽
dqdu 斐然成章
dqdb 硊
dqdf 兣
dqdj 兡
dqfi 尅
dqfk 兙
dqgu 万象更新
dqg 碒
dqhp 大饱眼福
dqhq 有色眼镜
dqil 春色满园
dqim 万金油
dqjf 克里
dqjg 大多是
dqjk 剋
dqks 爽呆
dqlv 勊
dqln 勀
dqnt 非金属
dqnn 砲
dqog 布尔类型
dqon 砍断
dqos 碘钨灯
dqow 大多数人
dqqc 古铜色
dqqd 确然
dqqu 奓
dqqo 鷞
dqsr 三角板
dqtp 泰然处之
dqtt 咸鱼翻身
dqtn 兞
dqtb 奅
dqtf 兛
dqum 奈氏准则
dqvh 碀
dqww 砍人
dqwd 靦然人面
dqwg 三角债
dqwv 兝
dqxu 历久弥新
dqyo 三角恋
dqyt 三句话不离本行
dqyl 磂
dqyy 镹
drbk 原职
drbr 大打出手
drdd 大气磅礴
drdh 原在
drdr 破罐破摔
drdy 百年大计
